"02+41336";"BEBOTA JAZMIN  CON SOMBRERO";0.00;0.00;3450.0000;6050.0000;0.00;"7795168001336";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+41589";"NACHITO STAR - 35 CM - CAJA - BABY ROSE TURBYTOYS";0.00;24.00;1151.0300;2050.0000;0.00;"7795168001589";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+41299";"SUPER BEBE MARCELINO - 67 CM - CAJA - BABY ROSE TURBYTOYS";0.00;24.00;1599.5200;2800.0000;0.00;"7795168001299";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+41503";"BEBOTE NACHO - OJOS FIJOS - 36CM - BOLSA -";0.00;0.00;1797.4600;3150.0000;0.00;"7795168001503";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+41466";"BEBOTE NACHITO - OJOS FIJOS - 35CM - BOLSA -";0.00;0.00;1692.2300;3000.0000;0.00;"7795168001466";"7795168001466";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+41442";"BEBOTE ECONOMICO GRANDE - 58 CM -";0.00;0.00;2437.4300;4300.0000;0.00;"7795168001442";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+40032";"BEBOTE RECIEN NACIDO GRANDE -  46CM - BOLSA";0.00;24.00;1605.6600;2850.0000;0.00;"7795168000032";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+41510";"BEBOTE RECIEN NACIDO CHICO -  35 CM - BOL  -";0.00;24.00;1202.7700;2150.0000;0.00;"7795168001510";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+40063";"PELOTA FUTBOL PESADA - REGLAMENTARIA - 21CM";0.00;0.00;633.0700;1150.0000;0.00;"7795168000063";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+41251";"PELOTA ECONOMICA TANGO 115 GRS - 21CM  TURBYTOYS";0.00;0.00;423.2300;750.0000;0.00;"7795168001251";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+41530";"PELOTA DE COLORES TODO TERRENO GOMA  - 21CM TURBYTOYS 779516";0.00;0.00;752.1000;1350.0000;0.00;"7795168001534";"7795168001534";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+40070";"PELOTA VOLEY - 19 CM  TURBYTOYS";0.00;24.00;319.0000;600.0000;0.00;"7795168000070";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+40087";"PELOTA BASKET GOMA  - 23 CM";0.00;0.00;796.9600;1400.0000;0.00;"7795168000087";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+40110";"DISCONTINUO - PELOTA CHIKI BALL - NO EXISTE MAS TURBYTOYS";0.00;24.00;27.7200;50.0000;0.00;"7795168000110";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+41268";"CABALLO SALTARIN";0.00;0.00;2531.2600;4450.0000;0.00;"7795168001268";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+40117";"CONEJA SALTARINA";0.00;0.00;2531.2600;4450.0000;0.00;"7795168000117";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+41459";"DINOSAURIO SALTARIN";0.00;0.00;2531.2600;4450.0000;0.00;"7795168001459";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+40094";"T-BALL - PALO SALTARIN";0.00;0.00;2942.8600;5150.0000;0.00;"7795168000094";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"02+40018";"PELOTA SALTARINA BABY JUMP";0.00;0.00;1336.8700;2350.0000;0.00;"7795168000018";"";"";0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
"06+150";"REVERSI";0.00;24.00;11915.7200;18400.0000;0.00;"7796133001504";"";"";0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00
